DT,TBL_NM,PRD_SE,PRD_DE,C1,C1_NM,ITM_NM,TBL_ID,ITM_ID,ORG_ID,C1_OBJ_NM
130.6,주택시장 소비심리지수,M,2013-01-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.6,주택시장 소비심리지수,M,2013-01-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
111.0,주택시장 소비심리지수,M,2013-01-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.5,주택시장 소비심리지수,M,2013-01-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.8,주택시장 소비심리지수,M,2013-01-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
120.1,주택시장 소비심리지수,M,2013-01-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
128.9,주택시장 소비심리지수,M,2013-01-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
99.4,주택시장 소비심리지수,M,2013-01-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.4,주택시장 소비심리지수,M,2013-01-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
126.4,주택시장 소비심리지수,M,2013-01-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.0,주택시장 소비심리지수,M,2013-01-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.5,주택시장 소비심리지수,M,2013-02-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.0,주택시장 소비심리지수,M,2013-02-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.1,주택시장 소비심리지수,M,2013-02-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.5,주택시장 소비심리지수,M,2013-02-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.5,주택시장 소비심리지수,M,2013-02-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
121.1,주택시장 소비심리지수,M,2013-02-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.2,주택시장 소비심리지수,M,2013-02-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
135.9,주택시장 소비심리지수,M,2013-02-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
127.8,주택시장 소비심리지수,M,2013-02-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.7,주택시장 소비심리지수,M,2013-02-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.5,주택시장 소비심리지수,M,2013-02-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.8,주택시장 소비심리지수,M,2013-02-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.1,주택시장 소비심리지수,M,2013-02-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
134.2,주택시장 소비심리지수,M,2013-02-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.4,주택시장 소비심리지수,M,2013-02-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
111.0,주택시장 소비심리지수,M,2013-02-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.4,주택시장 소비심리지수,M,2013-02-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.9,주택시장 소비심리지수,M,2013-02-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.8,주택시장 소비심리지수,M,2013-03-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.6,주택시장 소비심리지수,M,2013-03-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.9,주택시장 소비심리지수,M,2013-03-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.7,주택시장 소비심리지수,M,2013-03-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.8,주택시장 소비심리지수,M,2013-03-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.5,주택시장 소비심리지수,M,2013-03-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.3,주택시장 소비심리지수,M,2013-03-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
137.7,주택시장 소비심리지수,M,2013-03-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
126.2,주택시장 소비심리지수,M,2013-03-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.4,주택시장 소비심리지수,M,2013-03-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.2,주택시장 소비심리지수,M,2013-03-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
124.9,주택시장 소비심리지수,M,2013-03-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.6,주택시장 소비심리지수,M,2013-03-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.3,주택시장 소비심리지수,M,2013-03-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.1,주택시장 소비심리지수,M,2013-03-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
109.2,주택시장 소비심리지수,M,2013-03-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
125.1,주택시장 소비심리지수,M,2013-03-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.4,주택시장 소비심리지수,M,2013-03-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.1,주택시장 소비심리지수,M,2013-04-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.9,주택시장 소비심리지수,M,2013-04-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.6,주택시장 소비심리지수,M,2013-04-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.9,주택시장 소비심리지수,M,2013-04-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.3,주택시장 소비심리지수,M,2013-04-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.4,주택시장 소비심리지수,M,2013-04-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.4,주택시장 소비심리지수,M,2013-04-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
138.3,주택시장 소비심리지수,M,2013-04-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
124.9,주택시장 소비심리지수,M,2013-04-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.8,주택시장 소비심리지수,M,2013-04-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.6,주택시장 소비심리지수,M,2013-04-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
128.1,주택시장 소비심리지수,M,2013-04-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.4,주택시장 소비심리지수,M,2013-04-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
127.3,주택시장 소비심리지수,M,2013-04-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
102.7,주택시장 소비심리지수,M,2013-04-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
106.7,주택시장 소비심리지수,M,2013-04-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.1,주택시장 소비심리지수,M,2013-04-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.5,주택시장 소비심리지수,M,2013-04-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.3,주택시장 소비심리지수,M,2013-05-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.8,주택시장 소비심리지수,M,2013-05-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.7,주택시장 소비심리지수,M,2013-05-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.3,주택시장 소비심리지수,M,2013-05-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.5,주택시장 소비심리지수,M,2013-05-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
119.0,주택시장 소비심리지수,M,2013-05-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
112.6,주택시장 소비심리지수,M,2013-05-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
136.8,주택시장 소비심리지수,M,2013-05-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
126.3,주택시장 소비심리지수,M,2013-05-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.1,주택시장 소비심리지수,M,2013-05-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.4,주택시장 소비심리지수,M,2013-05-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
126.2,주택시장 소비심리지수,M,2013-05-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
118.7,주택시장 소비심리지수,M,2013-05-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
129.1,주택시장 소비심리지수,M,2013-05-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.1,주택시장 소비심리지수,M,2013-05-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.9,주택시장 소비심리지수,M,2013-05-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
126.7,주택시장 소비심리지수,M,2013-05-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.4,주택시장 소비심리지수,M,2013-05-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
111.7,주택시장 소비심리지수,M,2013-06-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
109.4,주택시장 소비심리지수,M,2013-06-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.5,주택시장 소비심리지수,M,2013-06-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.3,주택시장 소비심리지수,M,2013-06-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
109.7,주택시장 소비심리지수,M,2013-06-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.6,주택시장 소비심리지수,M,2013-06-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.2,주택시장 소비심리지수,M,2013-06-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
128.4,주택시장 소비심리지수,M,2013-06-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
121.3,주택시장 소비심리지수,M,2013-06-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
109.5,주택시장 소비심리지수,M,2013-06-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.2,주택시장 소비심리지수,M,2013-06-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
117.5,주택시장 소비심리지수,M,2013-06-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.4,주택시장 소비심리지수,M,2013-06-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.6,주택시장 소비심리지수,M,2013-06-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.4,주택시장 소비심리지수,M,2013-06-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.9,주택시장 소비심리지수,M,2013-06-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
124.4,주택시장 소비심리지수,M,2013-06-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.6,주택시장 소비심리지수,M,2013-06-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.3,주택시장 소비심리지수,M,2013-07-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.5,주택시장 소비심리지수,M,2013-07-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.5,주택시장 소비심리지수,M,2013-07-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
109.3,주택시장 소비심리지수,M,2013-07-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.8,주택시장 소비심리지수,M,2013-07-01,K0205,경기도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.0,주택시장 소비심리지수,M,2013-07-01,K06,비수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
108.8,주택시장 소비심리지수,M,2013-07-01,K0607,부산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
122.9,주택시장 소비심리지수,M,2013-07-01,K0608,대구광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.8,주택시장 소비심리지수,M,2013-07-01,K0609,광주광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
110.7,주택시장 소비심리지수,M,2013-07-01,K0610,대전광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
113.6,주택시장 소비심리지수,M,2013-07-01,K0611,울산광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
115.2,주택시장 소비심리지수,M,2013-07-01,K0612,강원도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
114.9,주택시장 소비심리지수,M,2013-07-01,K0613,충청북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
116.8,주택시장 소비심리지수,M,2013-07-01,K0614,충청남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
104.3,주택시장 소비심리지수,M,2013-07-01,K0615,전라북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
105.5,주택시장 소비심리지수,M,2013-07-01,K0616,전라남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
124.3,주택시장 소비심리지수,M,2013-07-01,K0617,경상북도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
106.0,주택시장 소비심리지수,M,2013-07-01,K0618,경상남도,주택시장소비심리지수,DT_39002_02,T1,390,시도별
121.8,주택시장 소비심리지수,M,2013-08-01,K01,전국,주택시장소비심리지수,DT_39002_02,T1,390,시도별
123.8,주택시장 소비심리지수,M,2013-08-01,K02,수도권,주택시장소비심리지수,DT_39002_02,T1,390,시도별
124.6,주택시장 소비심리지수,M,2013-08-01,K0203,서울특별시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
121.1,주택시장 소비심리지수,M,2013-08-01,K0204,인천광역시,주택시장소비심리지수,DT_39002_02,T1,390,시도별
